dir	path_in_images_prep	source	in_corpus	nline	staff	source_url
兰花花（五线谱）__qupu123-323756	images-prep/qupu123-crawl/兰花花（五线谱）__qupu123-323756	qupu123-323756	0	20	5	
刚好遇见你（五线谱）__qupu123-333870	images-prep/qupu123-crawl/刚好遇见你（五线谱）__qupu123-333870	qupu123-333870	0	40	5	
勘探队之歌（五线谱）__qupu123-323390	images-prep/qupu123-crawl/勘探队之歌（五线谱）__qupu123-323390	qupu123-323390	0	18	7	
告白气球（五线谱）__qupu123-333871	images-prep/qupu123-crawl/告白气球（五线谱）__qupu123-333871	qupu123-333871	0	47	5	
哈卢拉依（五线谱）__qupu123-335893	images-prep/qupu123-crawl/哈卢拉依（五线谱）__qupu123-335893	qupu123-335893	0	123	5	
啊里罗（选自无伴奏合唱《民族风情音画集》、五线谱）__qupu123-322238	images-prep/qupu123-crawl/啊里罗（选自无伴奏合唱《民族风情音画集》、五线谱）__qupu123-322238	qupu123-322238	0	22	5	
嘚嘚调（五线谱）__qupu123-321478	images-prep/qupu123-crawl/嘚嘚调（五线谱）__qupu123-321478	qupu123-321478	0	83	5	
四季花儿（无伴奏女声合唱、五线谱）__qupu123-325155	images-prep/qupu123-crawl/四季花儿（无伴奏女声合唱、五线谱）__qupu123-325155	qupu123-325155	0	36	5	
四海（无伴奏合唱、五线谱）__qupu123-323035	images-prep/qupu123-crawl/四海（无伴奏合唱、五线谱）__qupu123-323035	qupu123-323035	0	3	5	
在死线上（四部合唱、五线谱）__qupu123-325702	images-prep/qupu123-crawl/在死线上（四部合唱、五线谱）__qupu123-325702	qupu123-325702	0	122	5	
夜空中最亮的星（五线谱）__qupu123-333873	images-prep/qupu123-crawl/夜空中最亮的星（五线谱）__qupu123-333873	qupu123-333873	0	69	6	
大母鸡下蛋（五线谱）__qupu123-328038	images-prep/qupu123-crawl/大母鸡下蛋（五线谱）__qupu123-328038	qupu123-328038	0	26	4	
太阳出来照山坳（男声重唱、五线谱）__qupu123-335907	images-prep/qupu123-crawl/太阳出来照山坳（男声重唱、五线谱）__qupu123-335907	qupu123-335907	0	41	4	
好似一对金凤凰（女声无伴奏合唱、五线谱）__qupu123-325036	images-prep/qupu123-crawl/好似一对金凤凰（女声无伴奏合唱、五线谱）__qupu123-325036	qupu123-325036	0	0	6	
妹是凤凰莫展翅（男声二重唱、五线谱）__qupu123-335885	images-prep/qupu123-crawl/妹是凤凰莫展翅（男声二重唱、五线谱）__qupu123-335885	qupu123-335885	0	6	4	
岁寒三友（柴扉词_王建曲、五线谱）__qupu123-324364	images-prep/qupu123-crawl/岁寒三友（柴扉词_王建曲、五线谱）__qupu123-324364	qupu123-324364	0	63	5	
带你去旅行（五线谱）__qupu123-333869	images-prep/qupu123-crawl/带你去旅行（五线谱）__qupu123-333869	qupu123-333869	0	61	5	
我和我的祖国（混声合唱-钢琴伴奏）__qupu123-372791	images-prep/qupu123-crawl/我和我的祖国（混声合唱-钢琴伴奏）__qupu123-372791	qupu123-372791	0	103	5	
我的家乡好（男女声对唱、五线谱）__qupu123-335900	images-prep/qupu123-crawl/我的家乡好（男女声对唱、五线谱）__qupu123-335900	qupu123-335900	0	72	5	
战士的梦想（男声组合演唱、五线谱）__qupu123-322856	images-prep/qupu123-crawl/战士的梦想（男声组合演唱、五线谱）__qupu123-322856	qupu123-322856	0	24	5	
抗日合唱（四部合唱、五线谱）__qupu123-325707	images-prep/qupu123-crawl/抗日合唱（四部合唱、五线谱）__qupu123-325707	qupu123-325707	0	90	5	
摇篮曲（瞿维词_寄明曲、五线谱）__qupu123-324255	images-prep/qupu123-crawl/摇篮曲（瞿维词_寄明曲、五线谱）__qupu123-324255	qupu123-324255	0	4	5	
摇篮曲（童声无伴奏合唱、五线谱）__qupu123-325137	images-prep/qupu123-crawl/摇篮曲（童声无伴奏合唱、五线谱）__qupu123-325137	qupu123-325137	0	45	5	
撒拉耶（五线谱）__qupu123-335896	images-prep/qupu123-crawl/撒拉耶（五线谱）__qupu123-335896	qupu123-335896	0	27	5	
故乡之恋（无伴奏合唱、五线谱）__qupu123-324362	images-prep/qupu123-crawl/故乡之恋（无伴奏合唱、五线谱）__qupu123-324362	qupu123-324362	0	29	5	
无名花（康健春词_王胜利曲_刘聪配伴奏、正谱）__qupu123-303517	images-prep/qupu123-crawl/无名花（康健春词_王胜利曲_刘聪配伴奏、正谱）__qupu123-303517	qupu123-303517	0	68	5	
春天的香花（芒市坝子调）（男声无伴奏合唱、五线谱）__qupu123-324365	images-prep/qupu123-crawl/春天的香花（芒市坝子调）（男声无伴奏合唱、五线谱）__qupu123-324365	qupu123-324365	0	50	5	
春韵（五线谱）__qupu123-321479	images-prep/qupu123-crawl/春韵（五线谱）__qupu123-321479	qupu123-321479	0	55	5	
暮色（女声四部合唱、小提琴+大提琴+钢琴伴奏）__qupu123-324923	images-prep/qupu123-crawl/暮色（女声四部合唱、小提琴+大提琴+钢琴伴奏）__qupu123-324923	qupu123-324923	0	1	6	
望妹别忘哥（同声二重唱、五线谱）__qupu123-335902	images-prep/qupu123-crawl/望妹别忘哥（同声二重唱、五线谱）__qupu123-335902	qupu123-335902	0	189	5	
果是米中生（男声重唱、五线谱）__qupu123-335906	images-prep/qupu123-crawl/果是米中生（男声重唱、五线谱）__qupu123-335906	qupu123-335906	0	72	5	
树上喜鹊叫喳喳（女声二重唱、五线谱）__qupu123-335883	images-prep/qupu123-crawl/树上喜鹊叫喳喳（女声二重唱、五线谱）__qupu123-335883	qupu123-335883	0	97	5	
森林秋歌（五线谱）__qupu123-324250	images-prep/qupu123-crawl/森林秋歌（五线谱）__qupu123-324250	qupu123-324250	0	8	5	
椰寨情歌（五线谱）__qupu123-324634	images-prep/qupu123-crawl/椰寨情歌（五线谱）__qupu123-324634	qupu123-324634	0	20	5	
沂蒙随想（童声无伴奏合唱、五线谱）__qupu123-325247	images-prep/qupu123-crawl/沂蒙随想（童声无伴奏合唱、五线谱）__qupu123-325247	qupu123-325247	0	132	5	
没敢念（女声重唱、五线谱）__qupu123-335903	images-prep/qupu123-crawl/没敢念（女声重唱、五线谱）__qupu123-335903	qupu123-335903	0	70	5	
洁白的小伞（合唱、五线谱）__qupu123-322240	images-prep/qupu123-crawl/洁白的小伞（合唱、五线谱）__qupu123-322240	qupu123-322240	0	17	5	
清平乐·晚春（五线谱）__qupu123-322239	images-prep/qupu123-crawl/清平乐·晚春（五线谱）__qupu123-322239	qupu123-322239	0	22	5	
满江红（岳飞词_段平泰曲、五线谱）__qupu123-327880	images-prep/qupu123-crawl/满江红（岳飞词_段平泰曲、五线谱）__qupu123-327880	qupu123-327880	0	39	5	
焦土抗战（二部合唱、五线谱）__qupu123-325706	images-prep/qupu123-crawl/焦土抗战（二部合唱、五线谱）__qupu123-325706	qupu123-325706	0	130	5	
父母的恩情（五线谱）__qupu123-321274	images-prep/qupu123-crawl/父母的恩情（五线谱）__qupu123-321274	qupu123-321274	0	78	5	
猴狗相抵头（三部合唱、五线谱）__qupu123-322257	images-prep/qupu123-crawl/猴狗相抵头（三部合唱、五线谱）__qupu123-322257	qupu123-322257	0	31	5	
环江米糯香（二重唱、五线谱）__qupu123-335898	images-prep/qupu123-crawl/环江米糯香（二重唱、五线谱）__qupu123-335898	qupu123-335898	0	49	5	
竹楼梦幻（五线谱）__qupu123-322030	images-prep/qupu123-crawl/竹楼梦幻（五线谱）__qupu123-322030	qupu123-322030	0	12	5	
竹楼梦幻（女声十二人无伴奏合唱、五线谱）__qupu123-324823	images-prep/qupu123-crawl/竹楼梦幻（女声十二人无伴奏合唱、五线谱）__qupu123-324823	qupu123-324823	0	34	5	
竹筒舞歌（女声合唱、五线谱）__qupu123-335890	images-prep/qupu123-crawl/竹筒舞歌（女声合唱、五线谱）__qupu123-335890	qupu123-335890	0	128	5	
羊角花开（带打击乐总谱+钢琴伴奏）__qupu123-327571	images-prep/qupu123-crawl/羊角花开（带打击乐总谱+钢琴伴奏）__qupu123-327571	qupu123-327571	0	52	5	
美丽的草原我的家（无伴奏合唱、五线谱）__qupu123-323034	images-prep/qupu123-crawl/美丽的草原我的家（无伴奏合唱、五线谱）__qupu123-323034	qupu123-323034	0	25	6	
老鸟，小鸟（五线谱）__qupu123-323387	images-prep/qupu123-crawl/老鸟，小鸟（五线谱）__qupu123-323387	qupu123-323387	0	8	5	
聚英荟萃皆栋梁（合唱、五线谱）__qupu123-335106	images-prep/qupu123-crawl/聚英荟萃皆栋梁（合唱、五线谱）__qupu123-335106	qupu123-335106	0	62	5	
背粮歌（五线谱）__qupu123-335895	images-prep/qupu123-crawl/背粮歌（五线谱）__qupu123-335895	qupu123-335895	0	84	6	
花背带（黄露瑶词_赵琳曲、五线谱）__qupu123-321386	images-prep/qupu123-crawl/花背带（黄露瑶词_赵琳曲、五线谱）__qupu123-321386	qupu123-321386	0	67	5	
草原上升起不落的太阳（男声无伴奏合唱、杜鸣心改编版、五线谱）__qupu123-324628	images-prep/qupu123-crawl/草原上升起不落的太阳（男声无伴奏合唱、杜鸣心改编版、五线谱）__qupu123-324628	qupu123-324628	0	83	6	
草原夜色美（无伴奏男声合唱、五线谱）__qupu123-332256	images-prep/qupu123-crawl/草原夜色美（无伴奏男声合唱、五线谱）__qupu123-332256	qupu123-332256	0	44	5	
草原恋（无伴奏合唱、五线谱）__qupu123-322931	images-prep/qupu123-crawl/草原恋（无伴奏合唱、五线谱）__qupu123-322931	qupu123-322931	0	1	5	
葡萄藤下（手风琴五线谱）__qupu123-377454	images-prep/qupu123-crawl/葡萄藤下（手风琴五线谱）__qupu123-377454	qupu123-377454	0	119	5	
蒙汉青年联合抗战进行曲（五线谱）__qupu123-325712	images-prep/qupu123-crawl/蒙汉青年联合抗战进行曲（五线谱）__qupu123-325712	qupu123-325712	0	118	5	
西安，西安（五线谱）__qupu123-299655	images-prep/qupu123-crawl/西安，西安（五线谱）__qupu123-299655	qupu123-299655	0	92	5	
记得那年解放来（五线谱）__qupu123-335888	images-prep/qupu123-crawl/记得那年解放来（五线谱）__qupu123-335888	qupu123-335888	0	77	6	
车水号子（陈闯词_顾子菲曲、五线谱）__qupu123-324254	images-prep/qupu123-crawl/车水号子（陈闯词_顾子菲曲、五线谱）__qupu123-324254	qupu123-324254	0	46	5	
远山晨钟（五线谱）__qupu123-322469	images-prep/qupu123-crawl/远山晨钟（五线谱）__qupu123-322469	qupu123-322469	0	27	5	
远走高飞（五线谱）__qupu123-333872	images-prep/qupu123-crawl/远走高飞（五线谱）__qupu123-333872	qupu123-333872	0	62	5	
采莲曲（五线谱）__qupu123-322352	images-prep/qupu123-crawl/采莲曲（五线谱）__qupu123-322352	qupu123-322352	0	65	5	
钢琴伴奏版二重唱：你的心牵着我的心（选自歌剧《草原之歌》）__qupu123-327043	images-prep/qupu123-crawl/钢琴伴奏版二重唱：你的心牵着我的心（选自歌剧《草原之歌》）__qupu123-327043	qupu123-327043	0	90	5	
钢琴伴奏版二重唱：依拉拉__qupu123-326919	images-prep/qupu123-crawl/钢琴伴奏版二重唱：依拉拉__qupu123-326919	qupu123-326919	0	81	5	
钢琴伴奏版二重唱：紫藤花（选自歌剧《伤逝》主题歌）__qupu123-327044	images-prep/qupu123-crawl/钢琴伴奏版二重唱：紫藤花（选自歌剧《伤逝》主题歌）__qupu123-327044	qupu123-327044	0	58	5	
长亭绪（花腔女高音+二胡+钢琴伴奏）__qupu123-333485	images-prep/qupu123-crawl/长亭绪（花腔女高音+二胡+钢琴伴奏）__qupu123-333485	qupu123-333485	0	7	4	
长刀歌——景颇族民歌主题（五线谱）__qupu123-322237	images-prep/qupu123-crawl/长刀歌——景颇族民歌主题（五线谱）__qupu123-322237	qupu123-322237	0	13	5	
长相思（白居易词_刘松林曲、五线谱）__qupu123-324157	images-prep/qupu123-crawl/长相思（白居易词_刘松林曲、五线谱）__qupu123-324157	qupu123-324157	0	36	5	
雁（蒙古民歌）（无伴奏合唱、五线谱）__qupu123-318230	images-prep/qupu123-crawl/雁（蒙古民歌）（无伴奏合唱、五线谱）__qupu123-318230	qupu123-318230	0	110	5	
雨江南（五线谱）__qupu123-323879	images-prep/qupu123-crawl/雨江南（五线谱）__qupu123-323879	qupu123-323879	0	4	5	
青白江（五线谱）__qupu123-335428	images-prep/qupu123-crawl/青白江（五线谱）__qupu123-335428	qupu123-335428	0	187	5	
颂祖国（新疆维吾尔族民歌）（五线谱）__qupu123-328318	images-prep/qupu123-crawl/颂祖国（新疆维吾尔族民歌）（五线谱）__qupu123-328318	qupu123-328318	0	42	5	
《光年之外》吉他谱G调入门版 邓紫棋 高音教编配__qupu123-336424	images-prep/qupu123-dengziqi/《光年之外》吉他谱G调入门版 邓紫棋 高音教编配__qupu123-336424	qupu123-336424	0	74	6	
《来自天堂的恶魔》吉他谱G调入门版 G.E.M.邓紫棋 高音教编配 猴哥吉他教学__qupu123-345200	images-prep/qupu123-dengziqi/《来自天堂的恶魔》吉他谱G调入门版 G.E.M.邓紫棋 高音教编配 猴哥吉他教学__qupu123-345200	qupu123-345200	0	75	7	
《泡沫》吉他谱D调精华版 邓紫棋 高音教编配__qupu123-340027	images-prep/qupu123-dengziqi/《泡沫》吉他谱D调精华版 邓紫棋 高音教编配__qupu123-340027	qupu123-340027	0	68	6	
邓紫棋 光年之外 吉他谱（无限延音编配）__qupu123-344260	images-prep/qupu123-dengziqi/邓紫棋 光年之外 吉他谱（无限延音编配）__qupu123-344260	qupu123-344260	0	75	6	
邓紫棋 光年之外小提琴谱（光年之外 小提琴五线谱）__qupu123-342615	images-prep/qupu123-dengziqi/邓紫棋 光年之外小提琴谱（光年之外 小提琴五线谱）__qupu123-342615	qupu123-342615	0	91	5	
邓紫棋 句号 吉他谱（无限延音编配）__qupu123-354634	images-prep/qupu123-dengziqi/邓紫棋 句号 吉他谱（无限延音编配）__qupu123-354634	qupu123-354634	0	70	6	
邓紫棋 后会无期 吉他谱（无限延音编配）__qupu123-348531	images-prep/qupu123-dengziqi/邓紫棋 后会无期 吉他谱（无限延音编配）__qupu123-348531	qupu123-348531	0	17	6	
邓紫棋 喜欢你 吉他谱（无限延音编配）__qupu123-350379	images-prep/qupu123-dengziqi/邓紫棋 喜欢你 吉他谱（无限延音编配）__qupu123-350379	qupu123-350379	0	68	6	
邓紫棋 多远都要在一起 吉他谱（无限延音编配）__qupu123-355174	images-prep/qupu123-dengziqi/邓紫棋 多远都要在一起 吉他谱（无限延音编配）__qupu123-355174	qupu123-355174	0	101	6	
邓紫棋 来自天堂的魔鬼 吉他谱（无限延音编配）__qupu123-345332	images-prep/qupu123-dengziqi/邓紫棋 来自天堂的魔鬼 吉他谱（无限延音编配）__qupu123-345332	qupu123-345332	0	76	6	
邓紫棋 泡沫 吉他谱（无限延音编配）__qupu123-352619	images-prep/qupu123-dengziqi/邓紫棋 泡沫 吉他谱（无限延音编配）__qupu123-352619	qupu123-352619	0	70	6	
邓紫棋 画 吉他谱（无限延音编配）__qupu123-349050	images-prep/qupu123-dengziqi/邓紫棋 画 吉他谱（无限延音编配）__qupu123-349050	qupu123-349050	0	66	6	
邓紫棋《画》指弹吉他谱 G调图片六线谱__qupu123-351149	images-prep/qupu123-dengziqi/邓紫棋《画》指弹吉他谱 G调图片六线谱__qupu123-351149	qupu123-351149	0	71	6	
孙楠韩红 美丽的神话 吉他谱（无限延音编配）__qupu123-368676	images-prep/qupu123-hanhong/孙楠韩红 美丽的神话 吉他谱（无限延音编配）__qupu123-368676	qupu123-368676	0	63	6	
祖国不会忘记 韩红 吉他谱（无限延音编配）__qupu123-372257	images-prep/qupu123-hanhong/祖国不会忘记 韩红 吉他谱（无限延音编配）__qupu123-372257	qupu123-372257	0	64	6	
49-21-La Vie en Rose -Bb- 五线谱（SMOOTH JAZZ - The Best of Harm__qupu123-363111	images-prep/qupu123-hk/49-21-La Vie en Rose -Bb- 五线谱（SMOOTH JAZZ - The Best of Harm__qupu123-363111	qupu123-363111	0	110	5	
BEYOND 不再犹豫 吉他谱（无限延音编配）__qupu123-368573	images-prep/qupu123-beyond/BEYOND 不再犹豫 吉他谱（无限延音编配）__qupu123-368573	qupu123-368573	0	58	6	
BEYOND 旧日的足迹 吉他谱（无限延音编配）__qupu123-368575	images-prep/qupu123-beyond/BEYOND 旧日的足迹 吉他谱（无限延音编配）__qupu123-368575	qupu123-368575	0	47	6	
BEYOND 旧日的足迹 吉他谱（无限延音编配）__qupu123-368663	images-prep/qupu123-beyond/BEYOND 旧日的足迹 吉他谱（无限延音编配）__qupu123-368663	qupu123-368663	0	47	6	
BEYOND 灰色轨迹 吉他谱（无限延音编配）__qupu123-368571	images-prep/qupu123-beyond/BEYOND 灰色轨迹 吉他谱（无限延音编配）__qupu123-368571	qupu123-368571	0	60	6	
Beyond - Amani 吉他谱（无限延音编配）__qupu123-368489	images-prep/qupu123-beyond/Beyond - Amani 吉他谱（无限延音编配）__qupu123-368489	qupu123-368489	0	63	6	
C 小调中提琴独奏随想曲 Op.55__qupu123-367581	images-prep/qupu123-hk/C 小调中提琴独奏随想曲 Op.55__qupu123-367581	qupu123-367581	0	125	5	
一丝不挂（免费吉他谱）__qupu123-371743	images-prep/qupu123-hk/一丝不挂（免费吉他谱）__qupu123-371743	qupu123-371743	0	77	6	
一生中最爱（吉他弹唱谱）__qupu123-209020	images-prep/qupu123-hk/一生中最爱（吉他弹唱谱）__qupu123-209020	qupu123-209020	0	204	12	
一生何求（吉他谱）__qupu123-69331	images-prep/qupu123-hk/一生何求（吉他谱）__qupu123-69331	qupu123-69331	0	48	6	
世间始终你好（电影《美人鱼》宣传曲、双钢琴版）__qupu123-240267	images-prep/qupu123-hk/世间始终你好（电影《美人鱼》宣传曲、双钢琴版）__qupu123-240267	qupu123-240267	0	99	5	
你的背包（吉他C调高清弹唱谱）__qupu123-246987	images-prep/qupu123-hk/你的背包（吉他C调高清弹唱谱）__qupu123-246987	qupu123-246987	0	56	6	
倩女幽魂（吉他六线谱）__qupu123-231562	images-prep/qupu123-hk/倩女幽魂（吉他六线谱）__qupu123-231562	qupu123-231562	0	39	6	
匆匆那年（五线谱）__qupu123-337480	images-prep/qupu123-kw/匆匆那年（五线谱）__qupu123-337480	qupu123-337480	0	70	6	
十年（钢琴谱）__qupu123-354341	images-prep/qupu123-hk/十年（钢琴谱）__qupu123-354341	qupu123-354341	0	69	5	
可惜我是水瓶座（吉他六线谱）__qupu123-303260	images-prep/qupu123-hk/可惜我是水瓶座（吉他六线谱）__qupu123-303260	qupu123-303260	0	41	6	
听说爱情回来过（吉他谱）__qupu123-69328	images-prep/qupu123-mp031/听说爱情回来过（吉他谱）__qupu123-69328	qupu123-69328	0	75	6	
大家一起喜羊羊（《喜羊羊虎虎生威》插曲、带和弦五线谱）__qupu123-30525	images-prep/qupu123-hk/大家一起喜羊羊（《喜羊羊虎虎生威》插曲、带和弦五线谱）__qupu123-30525	qupu123-30525	0	69	5	
失恋阵线联盟（吉他六线谱）__qupu123-248341	images-prep/qupu123-hk/失恋阵线联盟（吉他六线谱）__qupu123-248341	qupu123-248341	0	77	6	
富士山下（免费吉他谱）__qupu123-373040	images-prep/qupu123-hk/富士山下（免费吉他谱）__qupu123-373040	qupu123-373040	0	65	6	
左手右手（《喜羊羊虎虎生威》插曲、带和弦五线谱）__qupu123-30526	images-prep/qupu123-hk/左手右手（《喜羊羊虎虎生威》插曲、带和弦五线谱）__qupu123-30526	qupu123-30526	0	48	5	
张学友 遥远的她 吉他谱（无限延音编配）__qupu123-368553	images-prep/qupu123-hk/张学友 遥远的她 吉他谱（无限延音编配）__qupu123-368553	qupu123-368553	0	75	6	
忘了你忘了我（免费吉他谱）__qupu123-370961	images-prep/qupu123-hk/忘了你忘了我（免费吉他谱）__qupu123-370961	qupu123-370961	0	69	6	
暧昧（五线谱）__qupu123-40423	images-prep/qupu123-hk/暧昧（五线谱）__qupu123-40423	qupu123-40423	0	99	5	
朋友（五线谱）__qupu123-354397	images-prep/qupu123-hk/朋友（五线谱）__qupu123-354397	qupu123-354397	0	62	5	
沉默是金（李维聪编配吉他谱）__qupu123-336646	images-prep/qupu123-hk/沉默是金（李维聪编配吉他谱）__qupu123-336646	qupu123-336646	0	37	6	
沉默是金（简谱&萨克斯五线谱）__qupu123-363740	images-prep/qupu123-hk/沉默是金（简谱&萨克斯五线谱）__qupu123-363740	qupu123-363740	0	95	5	
浪子心声 免费吉他谱__qupu123-370756	images-prep/qupu123-hk/浪子心声 免费吉他谱__qupu123-370756	qupu123-370756	0	57	6	
浮夸（简谱&萨克斯五线谱）__qupu123-362904	images-prep/qupu123-hk/浮夸（简谱&萨克斯五线谱）__qupu123-362904	qupu123-362904	0	91	5	
真的爱你（钢琴谱）__qupu123-354343	images-prep/qupu123-kw/真的爱你（钢琴谱）__qupu123-354343	qupu123-354343	0	63	5	
笑看风云（免费吉他谱）__qupu123-372394	images-prep/qupu123-hk/笑看风云（免费吉他谱）__qupu123-372394	qupu123-372394	0	59	6	
至少还有你（吉他谱）__qupu123-69332	images-prep/qupu123-hk/至少还有你（吉他谱）__qupu123-69332	qupu123-69332	0	46	6	
薛之谦《暧昧》吉他谱C调入门版 高音教编配 猴哥吉他教学__qupu123-350928	images-prep/qupu123-xuezhiqian/薛之谦《暧昧》吉他谱C调入门版 高音教编配 猴哥吉他教学__qupu123-350928	qupu123-350928	0	66	7	
讲不出再见（吉他六线谱）__qupu123-258123	images-prep/qupu123-hk/讲不出再见（吉他六线谱）__qupu123-258123	qupu123-258123	0	78	6	
谢安琪《喜帖街》高清吉他谱完美版（吉他六线谱）__qupu123-272212	images-prep/qupu123-hk/谢安琪《喜帖街》高清吉他谱完美版（吉他六线谱）__qupu123-272212	qupu123-272212	0	57	6	
谢谢你的爱（吉他六线谱）__qupu123-209530	images-prep/qupu123-hk/谢谢你的爱（吉他六线谱）__qupu123-209530	qupu123-209530	0	49	6	
谭咏麟《讲不出再见》高清吉他谱（吉他六线谱）__qupu123-258862	images-prep/qupu123-hk/谭咏麟《讲不出再见》高清吉他谱（吉他六线谱）__qupu123-258862	qupu123-258862	0	42	6	
遥远的她（原版吉他谱）__qupu123-268987	images-prep/qupu123-hk/遥远的她（原版吉他谱）__qupu123-268987	qupu123-268987	0	75	6	
陀飞轮 陈奕迅（免费吉他谱）__qupu123-371433	images-prep/qupu123-hk/陀飞轮 陈奕迅（免费吉他谱）__qupu123-371433	qupu123-371433	0	74	6	
陈奕迅 K歌之王 吉他谱（无限延音编配）__qupu123-368496	images-prep/qupu123-hk/陈奕迅 K歌之王 吉他谱（无限延音编配）__qupu123-368496	qupu123-368496	0	69	6	
陈奕迅 你的背包 吉他谱（无限延音编配）__qupu123-368497	images-prep/qupu123-hk/陈奕迅 你的背包 吉他谱（无限延音编配）__qupu123-368497	qupu123-368497	0	61	6	
陈奕迅 富士山下 吉他谱（无限延音编配）__qupu123-371991	images-prep/qupu123-hk/陈奕迅 富士山下 吉他谱（无限延音编配）__qupu123-371991	qupu123-371991	0	63	6	
陈奕迅 浮夸 吉他谱（无限延音编配）__qupu123-368498	images-prep/qupu123-hk/陈奕迅 浮夸 吉他谱（无限延音编配）__qupu123-368498	qupu123-368498	0	75	6	
陈奕迅 爱情转移 吉他谱（无限延音编配）__qupu123-371967	images-prep/qupu123-hk/陈奕迅 爱情转移 吉他谱（无限延音编配）__qupu123-371967	qupu123-371967	0	63	6	
一分钱（五线谱）__qupu123-235849	images-prep/qupu123-kw/一分钱（五线谱）__qupu123-235849	qupu123-235849	0	15	5	
一生有你（五线谱）__qupu123-337428	images-prep/qupu123-kw/一生有你（五线谱）__qupu123-337428	qupu123-337428	0	59	5	
七子之歌（吉他六线谱）__qupu123-209425	images-prep/qupu123-kw/七子之歌（吉他六线谱）__qupu123-209425	qupu123-209425	0	66	6	
东方红（简线）__qupu123-61158	images-prep/qupu123-kw/东方红（简线）__qupu123-61158	qupu123-61158	0	36	5	
但愿人长久（五线谱）__qupu123-353810	images-prep/qupu123-kw/但愿人长久（五线谱）__qupu123-353810	qupu123-353810	0	61	5	
但愿人长久（钢琴谱）__qupu123-354323	images-prep/qupu123-kw/但愿人长久（钢琴谱）__qupu123-354323	qupu123-354323	0	78	5	
你的样子（免费吉他谱）__qupu123-376461	images-prep/qupu123-kw/你的样子（免费吉他谱）__qupu123-376461	qupu123-376461	0	64	6	
你笑起来真好看（五线谱）__qupu123-354096	images-prep/qupu123-kw/你笑起来真好看（五线谱）__qupu123-354096	qupu123-354096	0	53	5	
儿歌（吉他六线谱）__qupu123-280569	images-prep/qupu123-kw/儿歌（吉他六线谱）__qupu123-280569	qupu123-280569	0	65	6	
分手快乐（吉他六线谱）__qupu123-273535	images-prep/qupu123-kw/分手快乐（吉他六线谱）__qupu123-273535	qupu123-273535	0	52	6	
匆匆那年（五线谱）__qupu123-337480	images-prep/qupu123-kw/匆匆那年（五线谱）__qupu123-337480	qupu123-337480	0	70	6	
十二（原版吉他谱）__qupu123-269090	images-prep/qupu123-kw/十二（原版吉他谱）__qupu123-269090	qupu123-269090	0	83	6	
南方姑娘（免费吉他谱）__qupu123-376466	images-prep/qupu123-kw/南方姑娘（免费吉他谱）__qupu123-376466	qupu123-376466	0	80	6	
同桌的你（弹唱谱）__qupu123-357131	images-prep/qupu123-kw/同桌的你（弹唱谱）__qupu123-357131	qupu123-357131	0	70	5	
听我说谢谢你（免费吉他谱）__qupu123-372858	images-prep/qupu123-kw/听我说谢谢你（免费吉他谱）__qupu123-372858	qupu123-372858	0	57	6	
外面的世界（吉他谱）__qupu123-240691	images-prep/qupu123-kw/外面的世界（吉他谱）__qupu123-240691	qupu123-240691	0	59	6	
外面的世界（吉他谱）__qupu123-69334	images-prep/qupu123-kw/外面的世界（吉他谱）__qupu123-69334	qupu123-69334	0	30	6	
夜空中最亮的星（五线谱）__qupu123-333873	images-prep/qupu123-crawl/夜空中最亮的星（五线谱）__qupu123-333873	qupu123-333873	0	69	6	
姜育恒《驿动的心》前奏版超清谱 老歌大叔吉他教室出品__qupu123-342896	images-prep/qupu123-kw/姜育恒《驿动的心》前奏版超清谱 老歌大叔吉他教室出品__qupu123-342896	qupu123-342896	0	61	6	
孤勇者（钢琴谱）__qupu123-372631	images-prep/qupu123-kw/孤勇者（钢琴谱）__qupu123-372631	qupu123-372631	0	149	5	
小半（吉他六线谱）__qupu123-260844	images-prep/qupu123-kw/小半（吉他六线谱）__qupu123-260844	qupu123-260844	0	62	6	
山丘（吉他六线谱）__qupu123-103734	images-prep/qupu123-kw/山丘（吉他六线谱）__qupu123-103734	qupu123-103734	0	75	6	
平凡之路（五线谱）__qupu123-336708	images-prep/qupu123-kw/平凡之路（五线谱）__qupu123-336708	qupu123-336708	0	68	5	
平凡之路（弹唱谱）__qupu123-357133	images-prep/qupu123-kw/平凡之路（弹唱谱）__qupu123-357133	qupu123-357133	0	24	5	
慢慢喜欢你（吉他六线谱）__qupu123-315736	images-prep/qupu123-kw/慢慢喜欢你（吉他六线谱）__qupu123-315736	qupu123-315736	0	80	6	
我的歌声里（吉他谱）__qupu123-69342	images-prep/qupu123-kw/我的歌声里（吉他谱）__qupu123-69342	qupu123-69342	0	76	6	
找朋友（吉他六线谱）__qupu123-209470	images-prep/qupu123-kw/找朋友（吉他六线谱）__qupu123-209470	qupu123-209470	0	20	6	
斑马斑马（C调带前奏间奏吉他谱、酷音小伟编谱）__qupu123-236428	images-prep/qupu123-kw/斑马斑马（C调带前奏间奏吉他谱、酷音小伟编谱）__qupu123-236428	qupu123-236428	0	55	6	
斑马斑马（吉他六线谱）__qupu123-257233	images-prep/qupu123-kw/斑马斑马（吉他六线谱）__qupu123-257233	qupu123-257233	0	60	6	
斑马斑马（吉他六线谱）__qupu123-324125	images-prep/qupu123-kw/斑马斑马（吉他六线谱）__qupu123-324125	qupu123-324125	0	57	6	
